bodyId,type,instance,class,somaSide
96847,KCab-m,KCab-m_L,Kenyon_Cell,L
96850,KCab-c,KCab-c_R,Kenyon_Cell,R
96902,KCab-s,KCab-s_R,Kenyon_Cell,R
96961,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
96963,KCab-s,KCab-s_R,Kenyon_Cell,R
96977,KCab-s,KCab-s_R,Kenyon_Cell,R
97024,KCab-s,KCab-s_L,Kenyon_Cell,L
97075,KCab-m,KCab-m_L,Kenyon_Cell,L
97181,KCg-m,KCg-m_L,Kenyon_Cell,L
97239,KCg-m,KCg-m_L,Kenyon_Cell,L
97258,KCab-m,KCab-m_R,Kenyon_Cell,R
97305,KCg-m,KCg-m_R,Kenyon_Cell,R
97348,KCg-m,KCg-m_L,Kenyon_Cell,L
97356,KCab-c,KCab-c_L,Kenyon_Cell,L
97373,KCab-s,KCab-s_R,Kenyon_Cell,R
97410,KCab-m,KCab-m_R,Kenyon_Cell,R
97497,KCab-s,KCab-s_L,Kenyon_Cell,L
97522,KCab-m,KCab-m_R,Kenyon_Cell,R
97573,KCab-m,KCab-m_R,Kenyon_Cell,R
97591,KCg-d,KCg-d_L,Kenyon_Cell,L
97601,KCab-s,KCab-s_R,Kenyon_Cell,R
97624,KCg-m,KCg-m_L,Kenyon_Cell,L
97689,KCab-m,KCab-m_R,Kenyon_Cell,R
97719,KCab-s,KCab-s_R,Kenyon_Cell,R
97738,KCab-s,KCab-s_R,Kenyon_Cell,R
97772,KCg-m,KCg-m_R,Kenyon_Cell,R
97823,KCab-m,KCab-m_R,Kenyon_Cell,R
97927,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
97949,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
97999,KCg-m,KCg-m_R,Kenyon_Cell,R
98006,KCab-s,KCab-s_L,Kenyon_Cell,L
98017,KCg-m,KCg-m_R,Kenyon_Cell,R
98070,KCab-m,KCab-m_L,Kenyon_Cell,L
98104,KCg-m,KCg-m_L,Kenyon_Cell,L
98107,KCab-s,KCab-s_L,Kenyon_Cell,L
98120,KCab-c,KCab-c_R,Kenyon_Cell,R
98275,KCg-m,KCg-m_L,Kenyon_Cell,L
98318,KCab-s,KCab-s_L,Kenyon_Cell,L
98359,KCab-s,KCab-s_R,Kenyon_Cell,R
98445,KCab-m,KCab-m_L,Kenyon_Cell,L
98462,KCg-d,KCg-d_L,Kenyon_Cell,L
98490,KCab-s,KCab-s_R,Kenyon_Cell,R
98509,KCab-m,KCab-m_R,Kenyon_Cell,R
98582,KCab-m,KCab-m_L,Kenyon_Cell,L
98590,KCab-m,KCab-m_L,Kenyon_Cell,L
98614,KCab-m,KCab-m_R,Kenyon_Cell,R
98662,KCab-m,KCab-m_L,Kenyon_Cell,L
98665,KCg-m,KCg-m_L,Kenyon_Cell,L
98714,KCab-s,KCab-s_L,Kenyon_Cell,L
98782,KCg-m,KCg-m_L,Kenyon_Cell,L
98813,KCab-m,KCab-m_L,Kenyon_Cell,L
98901,KCg-d,KCg-d_L,Kenyon_Cell,L
98924,KCab-s,KCab-s_R,Kenyon_Cell,R
98946,KCg-m,KCg-m_L,Kenyon_Cell,L
98969,KCab-s,KCab-s_R,Kenyon_Cell,R
98979,KCab-s,KCab-s_R,Kenyon_Cell,R
99108,KCab-s,KCab-s_R,Kenyon_Cell,R
99139,KCg-m,KCg-m_R,Kenyon_Cell,R
99140,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
99150,KCab-m,KCab-m_L,Kenyon_Cell,L
99154,KCab-m,KCab-m_R,Kenyon_Cell,R
99195,KCg-m,KCg-m_L,Kenyon_Cell,L
99225,KCg-m,KCg-m_L,Kenyon_Cell,L
99248,KCab-s,KCab-s_L,Kenyon_Cell,L
99281,KCab-p,KCab-p_L,Kenyon_Cell,L
99324,KCab-c,KCab-c_R,Kenyon_Cell,R
99391,KCg-d,KCg-d_R,Kenyon_Cell,R
99436,KCg-m,KCg-m_L,Kenyon_Cell,L
99583,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
99608,KCg-m,KCg-m_R,Kenyon_Cell,R
99659,KCab-s,KCab-s_R,Kenyon_Cell,R
99785,KCab-c,KCab-c_R,Kenyon_Cell,R
99796,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
99819,KCab-m,KCab-m_R,Kenyon_Cell,R
99838,KCab-c,KCab-c_L,Kenyon_Cell,L
99847,KCg-m,KCg-m_L,Kenyon_Cell,L
99858,KCg-m,KCg-m_L,Kenyon_Cell,L
99875,KCg-m,KCg-m_L,Kenyon_Cell,L
99958,KCab-c,KCab-c_R,Kenyon_Cell,R
100076,KCab-c,KCab-c_R,Kenyon_Cell,R
100136,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
100204,KCab-s,KCab-s_R,Kenyon_Cell,R
100237,KCab-c,KCab-c_L,Kenyon_Cell,L
100246,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
100251,KCg-m,KCg-m_L,Kenyon_Cell,L
100272,KCg-m,KCg-m_L,Kenyon_Cell,L
100335,KCab-m,KCab-m_R,Kenyon_Cell,R
100341,KCab-c,KCab-c_L,Kenyon_Cell,L
100423,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
100484,KCab-s,KCab-s_L,Kenyon_Cell,L
100497,KCab-s,KCab-s_R,Kenyon_Cell,R
100537,KCab-m,KCab-m_R,Kenyon_Cell,R
100544,KCab-s,KCab-s_R,Kenyon_Cell,R
100592,KCg-d,KCg-d_L,Kenyon_Cell,L
100615,KCg-m,KCg-m_L,Kenyon_Cell,L
100619,KCab-c,KCab-c_L,Kenyon_Cell,L
100672,KCab-c,KCab-c_R,Kenyon_Cell,R
100728,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
100773,KCg-m,KCg-m_L,Kenyon_Cell,L
100795,KCab-s,KCab-s_R,Kenyon_Cell,R
100815,KCab-s,KCab-s_R,Kenyon_Cell,R
100823,KCab-m,KCab-m_R,Kenyon_Cell,R
100878,KCab-m,KCab-m_L,Kenyon_Cell,L
100885,KCab-c,KCab-c_L,Kenyon_Cell,L
100914,KCab-c,KCab-c_R,Kenyon_Cell,R
100950,KCab-s,KCab-s_R,Kenyon_Cell,R
101010,KCg-m,KCg-m_L,Kenyon_Cell,L
101133,KCg-m,KCg-m_L,Kenyon_Cell,L
101257,KCab-m,KCab-m_R,Kenyon_Cell,R
101312,KCg-m,KCg-m_L,Kenyon_Cell,L
101313,KCab-m,KCab-m_L,Kenyon_Cell,L
101320,KCab-m,KCab-m_R,Kenyon_Cell,R
101490,KCab-s,KCab-s_R,Kenyon_Cell,R
101524,KCab-m,KCab-m_L,Kenyon_Cell,L
101538,KCab-s,KCab-s_L,Kenyon_Cell,L
101596,KCab-m,KCab-m_L,Kenyon_Cell,L
101647,KCg-d,KCg-d_L,Kenyon_Cell,L
101648,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
101691,KCab-s,KCab-s_R,Kenyon_Cell,R
101786,KCab-s,KCab-s_L,Kenyon_Cell,L
101792,KCg-m,KCg-m_L,Kenyon_Cell,L
101802,KCab-s,KCab-s_R,Kenyon_Cell,R
101816,KCab-m,KCab-m_R,Kenyon_Cell,R
101981,KCab-m,KCab-m_L,Kenyon_Cell,L
102042,KCab-s,KCab-s_R,Kenyon_Cell,R
102084,KCab-m,KCab-m_R,Kenyon_Cell,R
102095,KCg-m,KCg-m_L,Kenyon_Cell,L
102109,KCab-m,KCab-m_L,Kenyon_Cell,L
102136,KCg-m,KCg-m_L,Kenyon_Cell,L
102199,KCg-m,KCg-m_L,Kenyon_Cell,L
102210,KCab-s,KCab-s_R,Kenyon_Cell,R
102283,KCg-d,KCg-d_R,Kenyon_Cell,R
102310,KCab-s,KCab-s_R,Kenyon_Cell,R
102317,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
102357,KCab-c,KCab-c_R,Kenyon_Cell,R
102440,KCab-m,KCab-m_L,Kenyon_Cell,L
102457,KCab-s,KCab-s_R,Kenyon_Cell,R
102459,KCab-c,KCab-c_L,Kenyon_Cell,L
102468,KCab-m,KCab-m_R,Kenyon_Cell,R
102512,KCab-s,KCab-s_L,Kenyon_Cell,L
102548,KCab-m,KCab-m_L,Kenyon_Cell,L
102587,KCab-s,KCab-s_R,Kenyon_Cell,R
102621,KCg-m,KCg-m_L,Kenyon_Cell,L
102671,KCab-c,KCab-c_R,Kenyon_Cell,R
102719,KCab-s,KCab-s_L,Kenyon_Cell,L
102744,KCab-m,KCab-m_L,Kenyon_Cell,L
102748,KCab-s,KCab-s_R,Kenyon_Cell,R
102887,KCg-m,KCg-m_R,Kenyon_Cell,R
102904,KCab-m,KCab-m_L,Kenyon_Cell,L
102923,KCab-m,KCab-m_R,Kenyon_Cell,R
102954,KCg-m,KCg-m_L,Kenyon_Cell,L
102990,KCab-m,KCab-m_R,Kenyon_Cell,R
102997,KCab-s,KCab-s_R,Kenyon_Cell,R
103011,KCab-c,KCab-c_R,Kenyon_Cell,R
103144,KCg-m,KCg-m_R,Kenyon_Cell,R
103274,KCab-m,KCab-m_R,Kenyon_Cell,R
103278,KCab-p,KCab-p_R,Kenyon_Cell,R
103401,KCab-s,KCab-s_R,Kenyon_Cell,R
103416,KCg-m,KCg-m_L,Kenyon_Cell,L
103419,KCab-m,KCab-m_R,Kenyon_Cell,R
103421,KCab-m,KCab-m_L,Kenyon_Cell,L
103423,KCab-s,KCab-s_L,Kenyon_Cell,L
103436,KCab-m,KCab-m_L,Kenyon_Cell,L
103502,KCab-s,KCab-s_L,Kenyon_Cell,L
103609,KCg-m,KCg-m_L,Kenyon_Cell,L
103640,KCab-p,KCab-p_R,Kenyon_Cell,R
103663,KCg-d,KCg-d_R,Kenyon_Cell,R
103704,KCab-s,KCab-s_R,Kenyon_Cell,R
103715,KCg-d,KCg-d_L,Kenyon_Cell,L
103720,KCg-m,KCg-m_L,Kenyon_Cell,L
103728,KCab-s,KCab-s_L,Kenyon_Cell,L
103750,KCg-m,KCg-m_L,Kenyon_Cell,L
103770,KCg-d,KCg-d_L,Kenyon_Cell,L
103794,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
103832,KCab-p,KCab-p_R,Kenyon_Cell,R
103845,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
103941,KCab-m,KCab-m_L,Kenyon_Cell,L
103945,KCab-s,KCab-s_R,Kenyon_Cell,R
103957,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
104068,KCg-m,KCg-m_L,Kenyon_Cell,L
104082,KCab-m,KCab-m_R,Kenyon_Cell,R
104086,KCab-s,KCab-s_R,Kenyon_Cell,R
104117,KCab-m,KCab-m_R,Kenyon_Cell,R
104127,KCab-c,KCab-c_L,Kenyon_Cell,L
104149,KCab-s,KCab-s_R,Kenyon_Cell,R
104166,KCg-m,KCg-m_R,Kenyon_Cell,R
104232,KCab-m,KCab-m_R,Kenyon_Cell,R
104240,KCab-c,KCab-c_R,Kenyon_Cell,R
104284,KCab-c,KCab-c_L,Kenyon_Cell,L
104293,KCab-c,KCab-c_R,Kenyon_Cell,R
104359,KCab-m,KCab-m_L,Kenyon_Cell,L
104385,KCg-m,KCg-m_L,Kenyon_Cell,L
104393,KCab-s,KCab-s_R,Kenyon_Cell,R
104448,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
104462,KCab-s,KCab-s_L,Kenyon_Cell,L
104490,KCab-m,KCab-m_R,Kenyon_Cell,R
104513,KCg-d,KCg-d_R,Kenyon_Cell,R
104526,KCg-m,KCg-m_R,Kenyon_Cell,R
104535,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
104545,KCab-m,KCab-m_L,Kenyon_Cell,L
104717,KCab-s,KCab-s_L,Kenyon_Cell,L
104723,KCab-s,KCab-s_R,Kenyon_Cell,R
104743,KCab-m,KCab-m_L,Kenyon_Cell,L
104745,KCab-s,KCab-s_R,Kenyon_Cell,R
104755,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
104845,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
104846,KCab-s,KCab-s_R,Kenyon_Cell,R
104866,KCab-c,KCab-c_L,Kenyon_Cell,L
104887,KCab-m,KCab-m_R,Kenyon_Cell,R
104940,KCab-c,KCab-c_R,Kenyon_Cell,R
104970,KCab-m,KCab-m_L,Kenyon_Cell,L
104980,KCab-m,KCab-m_R,Kenyon_Cell,R
104983,KCg-m,KCg-m_L,Kenyon_Cell,L
105128,KCg-m,KCg-m_R,Kenyon_Cell,R
105134,KCab-s,KCab-s_R,Kenyon_Cell,R
105264,KCab-s,KCab-s_R,Kenyon_Cell,R
105330,KCab-s,KCab-s_R,Kenyon_Cell,R
105338,KCab-m,KCab-m_L,Kenyon_Cell,L
105345,KCab-c,KCab-c_R,Kenyon_Cell,R
105349,KCab-s,KCab-s_R,Kenyon_Cell,R
105400,KCab-c,KCab-c_L,Kenyon_Cell,L
105407,KCg-m,KCg-m_L,Kenyon_Cell,L
105509,KCab-m,KCab-m_L,Kenyon_Cell,L
105653,KCab-m,KCab-m_L,Kenyon_Cell,L
105662,KCg-d,KCg-d_L,Kenyon_Cell,L
105676,KCab-s,KCab-s_R,Kenyon_Cell,R
105684,KCab-p,KCab-p_R,Kenyon_Cell,R
105807,KCab-s,KCab-s_R,Kenyon_Cell,R
105929,KCab-m,KCab-m_L,Kenyon_Cell,L
105935,KCab-s,KCab-s_L,Kenyon_Cell,L
105960,KCab-s,KCab-s_L,Kenyon_Cell,L
106034,KCab-m,KCab-m_R,Kenyon_Cell,R
106115,KCg-m,KCg-m_R,Kenyon_Cell,R
106124,KCab-m,KCab-m_R,Kenyon_Cell,R
106206,KCab-s,KCab-s_L,Kenyon_Cell,L
106209,KCab-m,KCab-m_L,Kenyon_Cell,L
106236,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
106301,KCg-d,KCg-d_R,Kenyon_Cell,R
106446,KCab-m,KCab-m_R,Kenyon_Cell,R
106448,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
106506,KCab-s,KCab-s_L,Kenyon_Cell,L
106511,KCab-m,KCab-m_L,Kenyon_Cell,L
106559,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
106691,KCg-m,KCg-m_R,Kenyon_Cell,R
106711,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
106762,KCab-m,KCab-m_L,Kenyon_Cell,L
106828,KCab-m,KCab-m_R,Kenyon_Cell,R
106846,KCab-c,KCab-c_R,Kenyon_Cell,R
106882,KCab-m,KCab-m_R,Kenyon_Cell,R
106885,KCg-m,KCg-m_L,Kenyon_Cell,L
106893,KCab-s,KCab-s_R,Kenyon_Cell,R
106905,KCg-m,KCg-m_L,Kenyon_Cell,L
106931,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
106942,KCab-m,KCab-m_L,Kenyon_Cell,L
106981,KCab-s,KCab-s_R,Kenyon_Cell,R
107009,KCab-s,KCab-s_L,Kenyon_Cell,L
107019,KCg-m,KCg-m_L,Kenyon_Cell,L
107027,KCab-m,KCab-m_R,Kenyon_Cell,R
107041,KCab-s,KCab-s_R,Kenyon_Cell,R
107164,KCg-m,KCg-m_L,Kenyon_Cell,L
107197,KCg-m,KCg-m_R,Kenyon_Cell,R
107232,KCg-m,KCg-m_L,Kenyon_Cell,L
107312,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
107336,KCab-m,KCab-m_R,Kenyon_Cell,R
107452,KCg-m,KCg-m_R,Kenyon_Cell,R
107453,KCab-s,KCab-s_R,Kenyon_Cell,R
107516,KCg-m,KCg-m_L,Kenyon_Cell,L
107550,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
107575,KCab-c,KCab-c_L,Kenyon_Cell,L
107653,KCab-s,KCab-s_R,Kenyon_Cell,R
107657,KCab-s,KCab-s_R,Kenyon_Cell,R
107679,KCab-s,KCab-s_L,Kenyon_Cell,L
107737,KCab-p,KCab-p_L,Kenyon_Cell,L
107761,KCab-m,KCab-m_R,Kenyon_Cell,R
107780,KCab-m,KCab-m_R,Kenyon_Cell,R
107825,KCab-m,KCab-m_L,Kenyon_Cell,L
107840,KCab-m,KCab-m_R,Kenyon_Cell,R
107852,KCg-m,KCg-m_R,Kenyon_Cell,R
108002,KCg-m,KCg-m_R,Kenyon_Cell,R
108059,KCab-s,KCab-s_L,Kenyon_Cell,L
108072,KCab-p,KCab-p_L,Kenyon_Cell,L
108124,KCab-m,KCab-m_R,Kenyon_Cell,R
108126,KCab-m,KCab-m_R,Kenyon_Cell,R
108277,KCab-c,KCab-c_L,Kenyon_Cell,L
108345,KCab-s,KCab-s_L,Kenyon_Cell,L
108379,KCg-m,KCg-m_L,Kenyon_Cell,L
108389,KCg-m,KCg-m_L,Kenyon_Cell,L
108406,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
108481,KCab-c,KCab-c_R,Kenyon_Cell,R
108536,KCg-m,KCg-m_L,Kenyon_Cell,L
108539,KCab-c,KCab-c_L,Kenyon_Cell,L
108602,KCab-m,KCab-m_R,Kenyon_Cell,R
108610,KCab-m,KCab-m_L,Kenyon_Cell,L
108622,KCab-m,KCab-m_R,Kenyon_Cell,R
108640,KCab-m,KCab-m_L,Kenyon_Cell,L
108661,KCab-s,KCab-s_L,Kenyon_Cell,L
108808,KCab-c,KCab-c_L,Kenyon_Cell,L
108833,KCg-m,KCg-m_R,Kenyon_Cell,R
109056,KCab-m,KCab-m_R,Kenyon_Cell,R
109108,KCab-m,KCab-m_L,Kenyon_Cell,L
109117,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
109161,KCg-m,KCg-m_L,Kenyon_Cell,L
109220,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
109263,KCab-c,KCab-c_L,Kenyon_Cell,L
109268,KCg-m,KCg-m_R,Kenyon_Cell,R
109275,KCg-m,KCg-m_L,Kenyon_Cell,L
109321,KC,KC_R,Kenyon_Cell,R
109332,KCab-m,KCab-m_R,Kenyon_Cell,R
109333,KCab-m,KCab-m_L,Kenyon_Cell,L
109382,KCab-m,KCab-m_L,Kenyon_Cell,L
109413,KCab-p,KCab-p_L,Kenyon_Cell,L
109449,KCg-m,KCg-m_L,Kenyon_Cell,L
109478,KCab-p,KCab-p_L,Kenyon_Cell,L
109492,KCg-m,KCg-m_L,Kenyon_Cell,L
109512,KCg-m,KCg-m_L,Kenyon_Cell,L
109550,KCab-c,KCab-c_L,Kenyon_Cell,L
109583,KCg-m,KCg-m_R,Kenyon_Cell,R
109607,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
109619,KCab-m,KCab-m_L,Kenyon_Cell,L
109655,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
109676,KCg-m,KCg-m_L,Kenyon_Cell,L
109697,KCg-m,KCg-m_R,Kenyon_Cell,R
109708,KCg-m,KCg-m_L,Kenyon_Cell,L
109755,KCab-s,KCab-s_R,Kenyon_Cell,R
109758,KCab-c,KCab-c_L,Kenyon_Cell,L
109802,KCab-s,KCab-s_L,Kenyon_Cell,L
109851,KCab-m,KCab-m_L,Kenyon_Cell,L
109853,KCg-m,KCg-m_L,Kenyon_Cell,L
109862,KCab-s,KCab-s_R,Kenyon_Cell,R
109870,KCab-m,KCab-m_L,Kenyon_Cell,L
109871,KCab-m,KCab-m_R,Kenyon_Cell,R
109873,KCg-m,KCg-m_R,Kenyon_Cell,R
109910,KCab-m,KCab-m_R,Kenyon_Cell,R
109917,KCab-s,KCab-s_L,Kenyon_Cell,L
109919,KCab-s,KCab-s_L,Kenyon_Cell,L
109988,KCab-s,KCab-s_R,Kenyon_Cell,R
110009,KCab-m,KCab-m_R,Kenyon_Cell,R
110050,KCab-m,KCab-m_L,Kenyon_Cell,L
110079,KCab-m,KCab-m_R,Kenyon_Cell,R
110090,KCg-m,KCg-m_L,Kenyon_Cell,L
110112,KCab-s,KCab-s_L,Kenyon_Cell,L
110210,KCab-s,KCab-s_L,Kenyon_Cell,L
110269,KCab-p,KCab-p_R,Kenyon_Cell,R
110274,KCab-m,KCab-m_L,Kenyon_Cell,L
110282,KCg-m,KCg-m_L,Kenyon_Cell,L
110328,KCab-c,KCab-c_L,Kenyon_Cell,L
110338,KCab-c,KCab-c_R,Kenyon_Cell,R
110375,KCg-m,KCg-m_R,Kenyon_Cell,R
110380,KCab-s,KCab-s_R,Kenyon_Cell,R
110448,MBON25-like,MBON25-like(y1y2)_L,MBON,L
110544,KCab-s,KCab-s_L,Kenyon_Cell,L
110574,KCg-m,KCg-m_L,Kenyon_Cell,L
110599,KCab-s,KCab-s_R,Kenyon_Cell,R
110674,KCab-s,KCab-s_R,Kenyon_Cell,R
110689,KCab-m,KCab-m_L,Kenyon_Cell,L
110701,KCab-m,KCab-m_L,Kenyon_Cell,L
110746,KCg-d,KCg-d_L,Kenyon_Cell,L
110815,KCab-m,KCab-m_R,Kenyon_Cell,R
110897,KCab-s,KCab-s_R,Kenyon_Cell,R
110950,KCg-m,KCg-m_L,Kenyon_Cell,L
111033,KCab-c,KCab-c_L,Kenyon_Cell,L
111060,KCab-s,KCab-s_R,Kenyon_Cell,R
111109,KCg-m,KCg-m_L,Kenyon_Cell,L
111127,KCg-m,KCg-m_L,Kenyon_Cell,L
111165,KCg-m,KCg-m_R,Kenyon_Cell,R
111185,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
111197,KCg-d,KCg-d_L,Kenyon_Cell,L
111260,KCab-m,KCab-m_L,Kenyon_Cell,L
111360,KCab-m,KCab-m_R,Kenyon_Cell,R
111576,KCg-m,KCg-m_L,Kenyon_Cell,L
111636,KCab-m,KCab-m_L,Kenyon_Cell,L
111640,KCab-c,KCab-c_L,Kenyon_Cell,L
111652,KCab-s,KCab-s_L,Kenyon_Cell,L
111655,KCg-m,KCg-m_L,Kenyon_Cell,L
111695,KCg-m,KCg-m_L,Kenyon_Cell,L
111702,KCab-c,KCab-c_L,Kenyon_Cell,L
111744,KCg-d,KCg-d_R,Kenyon_Cell,R
111754,KCab-c,KCab-c_L,Kenyon_Cell,L
111795,KCg-m,KCg-m_L,Kenyon_Cell,L
111803,KCg-m,KCg-m_L,Kenyon_Cell,L
111812,KCab-c,KCab-c_R,Kenyon_Cell,R
111878,KCab-m,KCab-m_L,Kenyon_Cell,L
111958,KCab-c,KCab-c_L,Kenyon_Cell,L
111985,KCab-c,KCab-c_R,Kenyon_Cell,R
112009,KCg-m,KCg-m_L,Kenyon_Cell,L
112023,KCab-c,KCab-c_R,Kenyon_Cell,R
112026,KCab-m,KCab-m_L,Kenyon_Cell,L
112040,KCg-m,KCg-m_R,Kenyon_Cell,R
112144,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
112189,KCg-m,KCg-m_L,Kenyon_Cell,L
112293,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
112329,KCab-m,KCab-m_L,Kenyon_Cell,L
112359,KCg-m,KCg-m_L,Kenyon_Cell,L
112378,KCab-m,KCab-m_L,Kenyon_Cell,L
112442,KCg-m,KCg-m_L,Kenyon_Cell,L
112593,KCg-m,KCg-m_L,Kenyon_Cell,L
112605,KCab-c,KCab-c_L,Kenyon_Cell,L
112610,KCab-m,KCab-m_L,Kenyon_Cell,L
112621,KCab-s,KCab-s_L,Kenyon_Cell,L
112683,KCab-m,KCab-m_L,Kenyon_Cell,L
112697,KCg-m,KCg-m_L,Kenyon_Cell,L
112729,KCab-s,KCab-s_L,Kenyon_Cell,L
112749,KCg-m,KCg-m_R,Kenyon_Cell,R
112834,KCab-c,KCab-c_L,Kenyon_Cell,L
112835,KCg-m,KCg-m_L,Kenyon_Cell,L
112879,KCg-m,KCg-m_L,Kenyon_Cell,L
112896,KCab-m,KCab-m_R,Kenyon_Cell,R
113055,KCab-m,KCab-m_R,Kenyon_Cell,R
113057,KCab-s,KCab-s_R,Kenyon_Cell,R
113074,KCab-c,KCab-c_L,Kenyon_Cell,L
113090,KCab-c,KCab-c_R,Kenyon_Cell,R
113244,KCab-m,KCab-m_L,Kenyon_Cell,L
113252,KCab-m,KCab-m_L,Kenyon_Cell,L
113280,KCab-c,KCab-c_R,Kenyon_Cell,R
113286,KCg-m,KCg-m_L,Kenyon_Cell,L
113299,KCab-m,KCab-m_L,Kenyon_Cell,L
113394,KCab-s,KCab-s_R,Kenyon_Cell,R
113429,KCab-c,KCab-c_L,Kenyon_Cell,L
113450,KCab-s,KCab-s_L,Kenyon_Cell,L
113528,KCg-m,KCg-m_L,Kenyon_Cell,L
113606,KCab-s,KCab-s_R,Kenyon_Cell,R
113611,KCab-s,KCab-s_R,Kenyon_Cell,R
113661,KCab-m,KCab-m_R,Kenyon_Cell,R
113741,KCab-s,KCab-s_L,Kenyon_Cell,L
113835,KCab-m,KCab-m_R,Kenyon_Cell,R
113903,KCab-m,KCab-m_R,Kenyon_Cell,R
113972,KCg-m,KCg-m_L,Kenyon_Cell,L
114029,KCg-m,KCg-m_L,Kenyon_Cell,L
114089,KCab-s,KCab-s_R,Kenyon_Cell,R
114090,KCg-m,KCg-m_L,Kenyon_Cell,L
114103,KCab-m,KCab-m_R,Kenyon_Cell,R
114179,KCg-d,KCg-d_L,Kenyon_Cell,L
114209,KCab-m,KCab-m_R,Kenyon_Cell,R
114235,KCg-m,KCg-m_R,Kenyon_Cell,R
114290,KCab-c,KCab-c_L,Kenyon_Cell,L
114316,KCab-s,KCab-s_R,Kenyon_Cell,R
114354,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
114364,KCab-m,KCab-m_L,Kenyon_Cell,L
114370,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
114440,KCab-m,KCab-m_L,Kenyon_Cell,L
114580,KCab-m,KCab-m_L,Kenyon_Cell,L
114594,KCg-m,KCg-m_R,Kenyon_Cell,R
114597,KCab-c,KCab-c_L,Kenyon_Cell,L
114649,KCab-m,KCab-m_L,Kenyon_Cell,L
114745,KCab-s,KCab-s_L,Kenyon_Cell,L
114847,KCab-c,KCab-c_L,Kenyon_Cell,L
114865,KCab-m,KCab-m_L,Kenyon_Cell,L
114889,KCab-m,KCab-m_L,Kenyon_Cell,L
114902,KCab-c,KCab-c_L,Kenyon_Cell,L
114930,KCab-c,KCab-c_L,Kenyon_Cell,L
114956,KCg-m,KCg-m_L,Kenyon_Cell,L
115071,KCab-c,KCab-c_R,Kenyon_Cell,R
115174,KCab-m,KCab-m_L,Kenyon_Cell,L
115234,KCg-m,KCg-m_L,Kenyon_Cell,L
115240,KCg-m,KCg-m_R,Kenyon_Cell,R
115267,KCab-s,KCab-s_R,Kenyon_Cell,R
115287,KCg-m,KCg-m_L,Kenyon_Cell,L
115470,KCg-d,KCg-d_L,Kenyon_Cell,L
115485,KCab-s,KCab-s_R,Kenyon_Cell,R
115501,KCab-c,KCab-c_R,Kenyon_Cell,R
115540,KCab-s,KCab-s_L,Kenyon_Cell,L
115611,KCab-c,KCab-c_L,Kenyon_Cell,L
115664,KCg-m,KCg-m_L,Kenyon_Cell,L
115711,KCg-m,KCg-m_L,Kenyon_Cell,L
115752,KCab-c,KCab-c_L,Kenyon_Cell,L
115819,KCab-c,KCab-c_L,Kenyon_Cell,L
116057,KCab-p,KCab-p_L,Kenyon_Cell,L
116084,KCg-m,KCg-m_L,Kenyon_Cell,L
116218,KCg-m,KCg-m_L,Kenyon_Cell,L
116246,KCab-c,KCab-c_L,Kenyon_Cell,L
116304,KCab-m,KCab-m_L,Kenyon_Cell,L
